date,voltage_per_cell_v,temperature_c,load_percent,backup_time_min,charger_efficiency_percent,operating_mode,health_status,failure_mode
2026-03-17,2.143111175594349,22.167545888414708,48.4884626344713,15.804606702572864,91.19061917891725,Float,Warning,Reduced capacity
2026-04-09,1.968463493158547,25.776751458460332,59.05175768719128,27.42608662542629,92.24353020418634,Boost,Warning,Battery degradation
2026-04-18,2.119789942435488,25.52710162390957,72.84095793948117,17.86803964732396,89.61307012980433,Boost,Warning,Reduced capacity
2026-04-24,1.980402189784349,26.6895487515634,59.9443970635193,35.892563448992114,90.62659711103024,Inverter,Warning,Battery degradation
2026-05-17,2.0677213963982304,21.677833168865654,65.03252064749505,19.682984237602728,91.68264950775746,Float,Warning,Reduced capacity
2026-05-20,1.9981889748572037,25.09498693650329,57.50928155346959,21.63553049344213,92.40421286527732,Boost,Warning,Battery degradation
2026-06-01,2.06658274025766,24.87784865729525,49.41559366358347,17.509694912535302,92.20045963141374,Float,Warning,Reduced capacity
2026-06-18,2.1838688543902744,23.38965649651425,70.7684814465768,19.15161291137149,90.80581059890773,Boost,Warning,Reduced capacity
2026-07-07,2.0693206197318603,25.39248188133344,65.45786713532355,19.14214297619776,91.99188679838824,Inverter,Warning,Reduced capacity
2026-07-16,1.954287200509153,26.046446371474065,47.79679310056024,19.913306009387945,89.16767407501585,Inverter,Warning,Battery degradation
2026-08-03,1.941478713206097,25.421201678595285,55.1152391988964,37.96334999141442,92.01934407081175,Inverter,Warning,Battery degradation
2026-08-15,2.08471946929231,26.461917952752437,53.493401726316165,19.548485505734217,91.82974175320408,Boost,Warning,Reduced capacity
2026-08-17,2.036799691602632,25.97236958312388,40.50628244677577,19.748212713579,92.73918049470156,Float,Warning,Reduced capacity
2026-08-28,1.9687591471812944,30.098019417435445,65.3102609489421,30.744384019588452,93.18156771641917,Float,Warning,Battery degradation
2026-09-21,2.176437392527045,24.837908070556512,49.9155126745265,19.57051061133331,90.5279629269732,Boost,Warning,Reduced capacity
2026-09-25,1.9950321867790488,26.366446029577617,58.85197751240936,32.8338586309209,91.34262744600528,Float,Warning,Battery degradation
