date,oil_temp_c,winding_temp_c,load_percent,insulation_resistance_mohm,partial_discharge_pc,oil_quality,maintenance_performed,health_status,failure_mode
2024-04-14,66.2986125086074,64.57410024937354,81.38592458777374,1375.3859953298281,49.33920201352684,Fair,0,Healthy,Normal
2024-04-15,58.94491900118771,66.08898335318705,75.47398671316414,1435.4689976037037,46.154444557701744,Fair,0,Healthy,Normal
2024-04-16,70.0314640460722,66.5386487828611,83.35692112065142,1415.2719859006786,55.298041779152825,Good,0,Healthy,Normal
2024-04-17,72.2078431032895,55.170132999236266,67.03104744529523,1543.2804095385404,47.96954613957007,Poor,0,Healthy,Normal
2024-04-18,66.85572936685655,66.37608887970508,75.865897874729,1488.324207345594,61.67782061659807,Poor,0,Healthy,Normal
2024-04-19,66.27210421650607,72.02561597245122,70.88123033877532,1463.429533194563,45.67441812180379,Good,0,Healthy,Normal
2024-04-20,66.97226071189148,67.47409311507842,77.89774856896413,1655.6550598984077,58.711247034316926,Poor,0,Healthy,Normal
2024-04-21,63.369882339160796,77.20728353298367,70.91924626978448,1347.1406598616609,39.91913689082596,Good,0,Healthy,Normal
2024-04-22,55.646040394870724,67.89091909575215,75.18418379189552,1625.7327984206463,53.269273737641626,Poor,0,Healthy,Normal
2024-04-23,63.90449735595568,74.97643348710093,52.88864690992115,1517.6710918581425,57.708651938869664,Fair,0,Healthy,Normal
2024-04-24,57.60706877110079,76.86252425924158,78.38496407494414,1468.8534064574399,56.32781866106285,Fair,0,Healthy,Normal
2024-04-25,76.35346428902199,71.09119753035097,77.48220586300336,1465.5479325344818,41.50155630535208,Good,0,Healthy,Normal
2024-04-26,69.15167908272123,64.86349704454679,75.71566237219392,1464.1756914926164,54.78979825746392,Poor,0,Healthy,Normal
2024-04-27,66.66831052643474,76.22523966554739,69.89983601145254,1479.7593798529972,40.21236284217693,Fair,0,Healthy,Normal
2024-04-28,62.778533699619445,72.26380295826911,82.56988616645351,1430.8376006866781,58.6960592010566,Poor,0,Healthy,Normal
2024-04-29,71.77818929402476,72.4806094193422,93.76795812558066,1441.965810067232,37.55345296688583,Fair,0,Healthy,Normal
2024-04-30,56.10639875547861,78.9762658689351,81.54365656354058,1495.8311496817157,52.799686263198204,Good,0,Healthy,Normal
2024-05-01,59.37255476350812,84.67451187770095,76.29221181975228,1508.204609595367,57.25766623898692,Poor,0,Healthy,Normal
2024-05-02,67.40504615868356,71.3433041456748,67.09525544554688,1535.3601267851998,68.82024496475034,Fair,0,Healthy,Normal
2024-05-03,71.7271002307749,79.55911975983638,69.88784323568815,1425.7796384806065,48.74213079900352,Poor,0,Healthy,Normal
2024-05-04,65.27862456144348,76.56514911082569,58.07535370285181,1614.716273959546,48.419921014210104,Fair,0,Healthy,Normal
2024-05-05,62.8655946502629,63.927373748438995,58.451433281342304,1561.7377937971437,50.73317967188404,Good,0,Healthy,Normal
2024-05-06,58.55019550129473,62.2295273676183,71.64215300709871,1625.1766143967043,47.40408648636395,Fair,0,Healthy,Normal
2024-05-07,57.48428523440947,68.52554161548433,72.2727643025233,1297.733501779382,49.45705133482188,Good,0,Healthy,Normal
2024-05-08,63.84532734895661,74.17723818888051,93.48956094945345,1584.4923772160819,47.31111309445169,Good,0,Healthy,Normal
2024-05-09,59.46737045629165,85.44015881949916,75.59218434014488,1501.044696893471,49.758749128899964,Fair,0,Healthy,Normal
2024-05-10,65.99042380383928,69.13383752845634,69.26337993119763,1458.9855794069706,49.672467297840015,Fair,0,Healthy,Normal
2024-05-11,62.282876144331176,65.72292530393702,76.06430227691897,1480.8767086934358,65.0399298858269,Poor,0,Healthy,Normal
2024-05-12,51.74515095803494,76.54904111153478,87.4608519249763,1344.4957325693888,46.573124059196516,Poor,0,Healthy,Normal
2024-05-13,63.142795670021044,61.55492983169307,67.22183312409125,1416.706811590063,67.52270443423623,Poor,0,Healthy,Normal
2024-05-14,69.6783919657373,77.62933056996495,82.21672064043236,1415.321117158708,44.75479733720226,Poor,0,Healthy,Normal
2024-05-15,67.4468728061396,62.66723314664833,82.12998430172388,1481.9755951381399,46.251791924504026,Poor,0,Healthy,Normal
2024-05-16,68.55479984101746,72.66557986891624,71.3903383418092,1586.9497352523185,39.189366724001026,Poor,0,Healthy,Normal
2024-05-17,68.07967803472133,73.5586075478103,71.9045356068601,1524.459976668159,37.488864236146966,Good,0,Healthy,Normal
2024-05-18,69.6201350960345,68.89058718134207,69.7727697948096,1578.6756919377665,42.95656309457241,Poor,0,Healthy,Normal
2024-05-19,57.957693518182204,60.660224958856574,81.0600995134564,1403.9677985627786,67.54794181984364,Poor,0,Healthy,Normal
2024-05-20,54.59035296058139,80.17873820974023,77.11017467202619,1492.7465166097206,44.550809131910505,Good,0,Healthy,Normal
2024-05-21,66.99568057176036,69.77419178545091,86.03301882016521,1508.567073649653,51.50301761461878,Good,0,Healthy,Normal
2024-05-22,63.18193893893072,69.6583262576736,78.0780176889206,1371.737370550753,36.518145778942866,Good,0,Healthy,Normal
2024-05-23,68.71632047011357,71.02519262876766,73.1601666364732,1501.3825449799044,53.47581705361671,Fair,0,Healthy,Normal
2024-05-24,62.30120159845319,65.33017164758613,76.95845255097682,1426.6220416788726,54.082527557144715,Good,0,Healthy,Normal
2024-05-25,56.4870819788108,76.17493382395386,79.72597482413043,1519.2022300735407,59.82690983945514,Fair,0,Healthy,Normal
2024-05-26,73.32737222231289,76.08622039010878,56.59125768668355,1404.0317274948222,43.75181422304321,Fair,0,Healthy,Normal
2024-05-27,65.13045525105417,73.10595412281474,67.74256186846534,1514.007507335781,42.44617067646678,Poor,0,Healthy,Normal
2024-05-28,61.94241098504026,61.56003341891066,65.76766753889096,1398.623654578775,40.241267470226674,Fair,0,Healthy,Normal
2024-05-29,70.2682089830392,64.30360666700834,100.0,1536.9988425660665,51.84836123694874,Fair,0,Healthy,Normal
2024-05-30,60.70821109909393,74.20185927645394,69.24362173762226,1509.1507360984021,75.60084538268795,Fair,0,Healthy,Normal
2024-05-31,64.51970050137675,76.89563995771405,67.96823574874112,1497.3758632127278,67.7080063563551,Good,0,Healthy,Normal
2024-06-01,61.86516471106116,80.87469134798157,82.07751935455475,1457.8149918079298,56.32407739055521,Fair,0,Healthy,Normal
2024-06-02,69.86277224813365,73.73085977330318,59.297752801095434,1445.464711813135,47.52481364448495,Good,0,Healthy,Normal
2024-06-03,64.62783285449977,73.72403258530407,76.77701000933254,1399.8491730967423,53.801978510059634,Fair,0,Healthy,Normal
2024-06-04,68.05292872641911,73.35874268758624,85.80780725554622,1562.5441615911677,54.59180079228437,Fair,0,Healthy,Normal
2024-06-05,64.64917144270676,60.03423439890405,79.29618219132585,1515.5765765372332,52.715788371953735,Fair,0,Healthy,Normal
2024-06-06,58.61625712089845,63.513660757550426,85.53152853332904,1497.033363460751,56.81500697372624,Fair,0,Healthy,Normal
2024-06-07,65.1415918806523,70.17853683697447,84.38283805975998,1461.296645383697,50.96120776940983,Good,0,Healthy,Normal
2024-06-08,62.68862355647479,67.39302263540611,71.90827876531361,1516.6600328725285,45.212513783365225,Poor,0,Healthy,Normal
2024-06-09,71.2787806278676,64.63235618668298,73.13128355838641,1467.020170629437,64.46977884353733,Fair,0,Healthy,Normal
2024-06-10,65.98277388255788,76.1910672368118,60.14439626963028,1520.0287699401943,58.89630795623437,Fair,0,Healthy,Normal
2024-06-11,65.41141994637712,76.3928822503921,69.82711549899628,1605.7010580139186,72.9889812361925,Good,0,Healthy,Normal
2024-06-12,63.18580719780171,67.32698487159537,89.533844771177,1618.4679109298036,44.771399728467316,Fair,0,Healthy,Normal
2024-06-13,62.89906591452071,68.30929234683695,61.555494889657226,1431.101104013685,39.95859233247932,Good,0,Healthy,Normal
2024-06-14,61.16101217447936,69.79189067567931,77.3421473253652,1616.2875369610556,40.016459592612094,Good,0,Healthy,Normal
2024-06-15,69.92161199238292,68.71606693464695,74.50536290347567,1550.6114619124953,38.772779784377015,Fair,0,Healthy,Normal
2024-06-16,66.91204873092025,70.99871324927834,79.92451264008149,1521.6876482930863,74.55300139910895,Good,0,Healthy,Normal
2024-06-17,61.81130007874342,66.81401826998909,68.76859473575236,1458.339216062981,43.62612872693482,Good,0,Healthy,Normal
2024-06-18,70.94508265553776,78.52302548793912,69.29253706250523,1437.5733320171828,54.71415556386404,Fair,0,Healthy,Normal
2024-06-19,62.23888477859514,73.79759090653306,77.029230208513,1386.3191913752075,65.47505201330061,Fair,0,Healthy,Normal
2024-06-20,73.9793883654776,66.32326785709368,71.12298440064016,1521.439904304368,53.34456789987025,Poor,0,Healthy,Normal
2024-06-21,68.29272136336415,82.0612272325981,73.2305277250595,1440.127706659616,36.20680771985473,Good,0,Healthy,Normal
2024-06-22,61.34534980029041,69.80123816275722,92.94557863517788,1461.1791525722872,52.237879516388986,Good,0,Healthy,Normal
2024-06-23,64.91788551963624,77.13035964068851,100.0,1460.184842030976,45.10560557481778,Good,0,Healthy,Normal
2024-06-24,70.22080438534536,74.09134893775787,93.46707325736034,1543.7946138994473,46.40707909212941,Good,0,Healthy,Normal
2024-06-25,67.95327415346155,76.65222148349744,83.20482181197364,1538.0455523330475,60.666746895891535,Poor,0,Healthy,Normal
2024-06-26,70.84647795222837,78.29295394622517,81.48709887589642,1487.4661439762358,51.46713686433323,Poor,0,Healthy,Normal
2024-06-27,65.3821981360398,65.09838597407658,78.68673308872901,1538.353555878219,50.28744822934817,Poor,1,Healthy,Normal
2024-06-28,65.23218274078074,61.840863154120484,82.46253566027221,1548.4113135855807,71.6325472330546,Fair,0,Healthy,Normal
2024-06-29,63.461108825234994,71.31490196598364,77.49383683710755,1618.3089959822607,49.047044676130476,Poor,0,Healthy,Normal
2024-06-30,66.39510762885169,73.64737905829924,76.86609123156359,1466.5174789087105,51.94089992898308,Poor,0,Healthy,Normal
2024-07-01,70.36815874929886,63.84090820353364,76.32969674146877,1447.490938879562,61.950466289248425,Poor,0,Healthy,Normal
2024-07-02,57.384065476081126,66.64646891637047,78.7721187506452,1617.4143021925756,49.34249738927012,Fair,0,Healthy,Normal
2024-07-03,62.22400236653401,81.28694241664354,60.51986099583756,1335.089553253494,54.40014450053332,Fair,0,Healthy,Normal
2024-07-04,62.489728878236946,63.87260309721572,82.08356447299353,1518.28505353284,44.359213692632714,Good,0,Healthy,Normal
2024-07-05,58.59847800664553,75.23474396968086,81.50201177958661,1492.5618102165463,68.46636996047665,Good,0,Healthy,Normal
2024-07-06,59.64957616836924,60.84684897445157,68.08091930118755,1496.5810487733377,52.43339449322692,Good,0,Healthy,Normal
2024-07-07,63.79381971071835,72.11233237908579,62.48460575809556,1608.2823453054943,49.178488216074314,Poor,0,Healthy,Normal
2024-07-08,70.58647915794064,72.05635207826623,79.56753219153784,1542.7325460174154,54.47708560017315,Good,0,Healthy,Normal
2024-07-09,68.21361379933772,77.97491518079458,76.9652116970147,1553.1752818191383,49.102643057127736,Fair,0,Healthy,Normal
2024-07-10,72.20058607724737,65.94164618764438,93.00940432910815,1496.9881537016743,35.69224897881952,Fair,0,Healthy,Normal
2024-07-11,65.64052207455394,65.91369005515071,83.40643548988724,1451.0532015523206,45.538165667852205,Poor,0,Healthy,Normal
2024-07-12,55.552296345272346,67.28616208450553,50.76120673371044,1381.2072882385708,57.604146561442974,Poor,0,Healthy,Normal
2024-07-13,68.92900079325416,72.55274537070979,65.33023856870787,1496.4216482893514,49.963974609094315,Fair,0,Healthy,Normal
2024-07-14,59.20817655403729,79.02038981060291,83.77362290575671,1483.4276869627752,50.26885838994531,Good,0,Healthy,Normal
2024-07-15,66.04191403973776,57.74959078945426,72.52822617479403,1448.8511814001652,39.983799901050844,Poor,0,Healthy,Normal
2024-07-16,63.594498535570224,80.78611916109713,81.4084286126701,1457.1615757662903,55.72582781356159,Good,0,Healthy,Normal
2024-07-17,71.99677718293,75.54780209747662,75.59630369920174,1451.479741672082,56.982233136135896,Good,0,Healthy,Normal
2024-07-18,66.96742692710875,75.3711593201664,81.35171801681969,1578.71645364895,44.64764788439432,Fair,0,Healthy,Normal
2024-07-19,71.58697032817163,71.1855976281544,95.75260872625265,1448.3109136432824,67.3596380316525,Good,0,Healthy,Normal
2024-07-20,65.98955391731324,66.09149197831331,70.16114165945679,1471.5460300297698,54.741659464019165,Good,0,Healthy,Normal
2024-07-21,67.6141774401775,66.55779997636853,74.75645407739017,1650.7062552345142,68.27543170100711,Poor,0,Healthy,Normal
2024-07-22,67.18161834837016,70.2280208690092,76.20031326718261,1532.099723323188,41.27207434801595,Fair,0,Healthy,Normal
2024-07-23,63.71311731288328,59.98849555673446,78.9922312260528,1529.957219131973,47.16813537700626,Good,0,Healthy,Normal
2024-07-24,72.86993381645016,62.64540602198595,60.3562511979018,1494.0813780961178,62.970983026121544,Poor,0,Healthy,Normal
2024-07-25,73.41963845728934,67.24669442278636,85.78680833431295,1470.163851221273,51.273727000591805,Fair,0,Healthy,Normal
2024-07-26,69.41829968743336,73.91393727048052,59.236078430157505,1576.9149751786238,67.30091354147451,Good,0,Healthy,Normal
2024-07-27,61.87218649245235,72.37482120062445,79.94030186282738,1483.0813196583101,48.4969484615458,Fair,0,Healthy,Normal
2024-07-28,61.641883160309746,69.84667557405133,86.72729019259364,1499.1692212815285,50.79385667913894,Fair,0,Healthy,Normal
2024-07-29,68.85849355324173,52.90874427621955,86.48765700372104,1328.4358225938931,51.37559058596868,Poor,0,Healthy,Normal
2024-07-30,59.40165052686928,62.231911145674566,86.6082678737852,1416.5799703748548,58.96503881730716,Poor,0,Healthy,Normal
2024-07-31,64.76539710560408,72.86224496333872,75.76821891060256,1353.2396621911662,65.9626681944714,Good,0,Healthy,Normal
2024-08-01,62.531217084193436,60.660508608041496,70.71884839034088,1549.667261909968,65.00221742113493,Fair,0,Healthy,Normal
2024-08-02,63.2567393279607,67.90445377408943,71.78364948782617,1586.2143426188463,60.819354522315535,Poor,0,Healthy,Normal
2024-08-03,67.15020823595535,76.18170072419105,77.38789159026514,1413.9461063055921,55.53650150915022,Poor,0,Healthy,Normal
2024-08-04,64.64199370292968,69.77666658094095,82.2762954363698,1431.708936246641,65.3264007721558,Fair,0,Healthy,Normal
2024-08-05,59.20748924361262,70.47181114189654,55.01799315467892,1529.9403032957894,61.96488475897993,Good,1,Healthy,Normal
2024-08-06,75.44187352390364,69.16246223106896,86.08182816737516,1345.2186744704434,65.1277390506257,Fair,0,Healthy,Normal
2024-08-07,59.732922184131716,66.25738623582517,94.14031353866787,1401.0139872060124,61.67432873179723,Fair,0,Healthy,Normal
2024-08-08,69.35033865344377,72.97409132783562,76.50418905143576,1435.7297506738687,84.03415585238275,Fair,0,Healthy,Normal
2024-08-09,64.71190601483207,71.2065942802898,85.50654396007612,1483.1908349386224,72.3703030556038,Good,0,Healthy,Normal
